drug1,drug2,drug3,n_total,n_ae,n_no_ae,ae_prop,p_value,p_adj,significant,drug1_name,drug2_name,drug3_name
C03B,H02A,N02A,481,23,458,0.0478170478170478,1.1242697417081722e-05,0.0001709148089403,True,"LOW-CEILING DIURETICS, EXCL. THIAZIDES","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A06A,C02D,N02A,426,23,403,0.0539906103286385,4.653470682869545e-07,1.052469057752096e-05,True,DRUGS FOR CONSTIPATION,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS
C01C,M01A,N02A,410,23,387,0.0560975609756097,1.535959661216003e-07,3.8935475048432455e-06,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
C02D,N02A,N03A,607,23,584,0.0378912685337726,0.0014090866609279,0.0101431265347773,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,ANTIEPILEPTICS
C01C,N02A,R03A,527,23,504,0.0436432637571157,9.042779103076024e-05,0.0010512044692944,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,"ADRENERGICS, INHALANTS"
L01B,N02A,N05A,468,23,445,0.0491452991452991,5.717823405718693e-06,9.503695185411022e-05,True,ANTIMETABOLITES,OPIOIDS,ANTIPSYCHOTICS
C01C,C10A,N02A,514,23,491,0.0447470817120622,5.243720312340288e-05,0.0006567666717441,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS
D07A,J02A,N02A,555,22,533,0.0396396396396396,0.0008395695335099,0.006671481899996,True,"CORTICOSTEROIDS, PLAIN",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
A07D,N02A,N05A,440,22,418,0.05,6.219635537778431e-06,0.0001025731644487,True,ANTIPROPULSIVES,OPIOIDS,ANTIPSYCHOTICS
A07D,M03B,N02A,648,22,626,0.0339506172839506,0.0099239906558459,0.0487843214981875,True,ANTIPROPULSIVES,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
A04A,D01A,N02A,608,22,586,0.0361842105263157,0.0038610200579091,0.0229710098448093,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIFUNGALS FOR TOPICAL USE,OPIOIDS
N02A,N05A,V03A,357,22,335,0.0616246498599439,1.779643230748821e-08,5.620596027724145e-07,True,OPIOIDS,ANTIPSYCHOTICS,ALL OTHER THERAPEUTIC PRODUCTS
A03A,B05X,N02A,526,22,504,0.0418250950570342,0.0003092401805031,0.0029139252579918,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,I.V. SOLUTION ADDITIVES,OPIOIDS
G03A,N02A,N05A,443,22,421,0.0496613995485327,7.343450816424778e-06,0.0001184341017516,True,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,OPIOIDS,ANTIPSYCHOTICS
N02A,N03A,N04A,492,22,470,0.0447154471544715,7.986452209642575e-05,0.0009397802021303,True,OPIOIDS,ANTIEPILEPTICS,ANTICHOLINERGIC AGENTS
B03B,C03D,N02A,555,21,534,0.0378378378378378,0.0024417169361814,0.0159509449172495,True,VITAMIN B12 AND FOLIC ACID,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
A11C,D04A,N02A,523,21,502,0.0401529636711281,0.0009069434874108,0.0071087064536151,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS
A02A,B01A,N02A,355,21,334,0.0591549295774647,1.315700770645775e-07,3.3878895178037985e-06,True,ANTACIDS,ANTITHROMBOTIC AGENTS,OPIOIDS
D04A,H02A,N02A,447,21,426,0.046979865771812,4.264734932904898e-05,0.0005532997416201,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
J05A,N02A,N02C,569,21,548,0.0369068541300527,0.0036061725355107,0.0217686707370524,True,DIRECT ACTING ANTIVIRALS,OPIOIDS,ANTIMIGRAINE PREPARATIONS
J05A,M04A,N02A,384,21,363,0.0546875,1.138068220692218e-06,2.3168051616627743e-05,True,DIRECT ACTING ANTIVIRALS,ANTIGOUT PREPARATIONS,OPIOIDS
L04A,N02A,N05A,586,21,565,0.0358361774744027,0.0056099813752137,0.030791692645307,True,IMMUNOSUPPRESSANTS,OPIOIDS,ANTIPSYCHOTICS
A02B,N02A,N04A,522,21,501,0.0402298850574712,0.0008771756931976,0.006910448806782,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OPIOIDS,ANTICHOLINERGIC AGENTS
J01E,N02A,R03D,520,21,499,0.0403846153846153,0.0008201530787839,0.006534091746462,True,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C01E,N02A,N06A,522,21,501,0.0402298850574712,0.0008771756931976,0.006910448806782,True,OTHER CARDIAC PREPARATIONS,OPIOIDS,ANTIDEPRESSANTS
J05A,N01B,N02A,606,21,585,0.0346534653465346,0.0090598046136743,0.0452605797673235,True,DIRECT ACTING ANTIVIRALS,"ANESTHETICS, LOCAL",OPIOIDS
A07A,M01A,N02A,462,21,441,0.0454545454545454,8.57020702175857e-05,0.0010012118368528,True,INTESTINAL ANTIINFECTIVES,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",OPIOIDS
B03B,N02A,N07B,524,21,503,0.0400763358778625,0.0009375755178814,0.0072833945655952,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C01E,N02A,N02B,495,21,474,0.0424242424242424,0.0003347276524112,0.0031139369665934,True,OTHER CARDIAC PREPARATIONS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
J01X,N02A,R06A,566,20,546,0.0353356890459364,0.0085345356965469,0.0431553043381585,True,OTHER ANTIBACTERIALS,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE
A04A,C08D,N02A,521,20,501,0.0383877159309021,0.0025470189712607,0.016516654234687,True,ANTIEMETICS AND ANTINAUSEANTS,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,OPIOIDS
A02A,N02A,N05B,546,20,526,0.0366300366300366,0.0051443017511531,0.0287040660111739,True,ANTACIDS,OPIOIDS,ANXIOLYTICS
N01A,N02A,N05C,559,20,539,0.035778175313059,0.0071866441699264,0.0377352237980873,True,"ANESTHETICS, GENERAL",OPIOIDS,HYPNOTICS AND SEDATIVES
A11C,D06A,N02A,483,20,463,0.041407867494824,0.0007342006618773,0.0059705220362645,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTIBIOTICS FOR TOPICAL USE,OPIOIDS
A11C,J02A,N02A,496,20,476,0.0403225806451612,0.001153510194919,0.0086531639117607,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
A04A,L01E,N02A,252,20,232,0.0793650793650793,1.8998319363523324e-11,1.0349932749403247e-09,True,ANTIEMETICS AND ANTINAUSEANTS,PROTEIN KINASE INHIBITORS,OPIOIDS
B03B,N02A,V03A,322,20,302,0.062111801242236,6.94551609619398e-08,1.914036113271038e-06,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A07A,C03D,N02A,410,20,390,0.048780487804878,3.0462915751964595e-05,0.0004146243485007,True,INTESTINAL ANTIINFECTIVES,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,OPIOIDS
B03B,G04C,N02A,529,20,509,0.0378071833648393,0.0032186408485218,0.0199910424565868,True,VITAMIN B12 AND FOLIC ACID,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,OPIOIDS
A01A,N02A,N03A,572,20,552,0.0349650349650349,0.0098467472759245,0.0484495630999285,True,STOMATOLOGICAL PREPARATIONS,OPIOIDS,ANTIEPILEPTICS
A02B,L01E,N02A,366,20,346,0.0546448087431694,2.1819641769507743e-06,4.095676247824696e-05,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),PROTEIN KINASE INHIBITORS,OPIOIDS
A04A,L02B,N02A,377,20,357,0.053050397877984,4.500658652359143e-06,7.704984833407564e-05,True,ANTIEMETICS AND ANTINAUSEANTS,HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS
D06A,J01C,N02A,432,19,413,0.0439814814814814,0.0003653211558959,0.0033500155498689,True,ANTIBIOTICS FOR TOPICAL USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS
A07A,B05X,N02A,309,19,290,0.0614886731391585,2.0528229585072965e-07,4.988924786317274e-06,True,INTESTINAL ANTIINFECTIVES,I.V. SOLUTION ADDITIVES,OPIOIDS
A04A,C09D,N02A,500,19,481,0.038,0.00389474940541,0.023113281825665,True,ANTIEMETICS AND ANTINAUSEANTS,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",OPIOIDS
L01E,N02A,N02B,284,19,265,0.0669014084507042,1.8427132249479373e-08,5.793884074643426e-07,True,PROTEIN KINASE INHIBITORS,OPIOIDS,OTHER ANALGESICS AND ANTIPYRETICS
H02A,L01E,N02A,201,19,182,0.0945273631840796,6.010043600438127e-14,4.917561543648061e-12,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",PROTEIN KINASE INHIBITORS,OPIOIDS
N02A,N04A,N05B,438,19,419,0.0433789954337899,0.000466525118081,0.0041314669044606,True,OPIOIDS,ANTICHOLINERGIC AGENTS,ANXIOLYTICS
A11C,J01A,N02A,527,19,508,0.0360531309297912,0.0081255130259363,0.0415129874748414,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",TETRACYCLINES,OPIOIDS
H02A,L02B,N02A,449,19,430,0.042316258351893,0.0007159537835706,0.00585584430005,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS
C10A,N02A,N04A,393,19,374,0.0483460559796437,6.0133944105470615e-05,0.0007374760089601,True,"LIPID MODIFYING AGENTS, PLAIN",OPIOIDS,ANTICHOLINERGIC AGENTS
A02A,B05X,N02A,429,19,410,0.0442890442890442,0.0003223005658644,0.0030155380096241,True,ANTACIDS,I.V. SOLUTION ADDITIVES,OPIOIDS
C03C,J01X,N02A,535,19,516,0.0355140186915887,0.0099238757726205,0.0487843214981875,True,HIGH-CEILING DIURETICS,OTHER ANTIBACTERIALS,OPIOIDS
A04A,D06A,N02A,497,19,478,0.0382293762575452,0.0035669131852006,0.0215909809256704,True,ANTIEMETICS AND ANTINAUSEANTS,ANTIBIOTICS FOR TOPICAL USE,OPIOIDS
N02A,R06A,V03A,456,19,437,0.0416666666666666,0.0009283456237509,0.007232904580342,True,OPIOIDS,ANTIHISTAMINES FOR SYSTEMIC USE,ALL OTHER THERAPEUTIC PRODUCTS
J01M,N02A,N07B,426,19,407,0.0446009389671361,0.0002837570930654,0.0027111723698123,True,QUINOLONE ANTIBACTERIALS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
A04A,G03D,N02A,416,19,397,0.0456730769230769,0.000182729963926,0.0018734462484375,True,ANTIEMETICS AND ANTINAUSEANTS,PROGESTOGENS,OPIOIDS
A06A,J02A,N02A,431,19,412,0.0440835266821345,0.0003504578580571,0.003237248133199,True,DRUGS FOR CONSTIPATION,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS
J01D,J01X,N02A,459,18,441,0.0392156862745098,0.0032690788947361,0.0201942244634196,True,OTHER BETA-LACTAM ANTIBACTERIALS,OTHER ANTIBACTERIALS,OPIOIDS
J02A,N02A,R03B,438,18,420,0.0410958904109589,0.001624115458845,0.0113591600012686,True,ANTIMYCOTICS FOR SYSTEMIC USE,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
N02A,N06B,N07B,466,18,448,0.03862660944206,0.0040580460091678,0.0238883641739677,True,OPIOIDS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",DRUGS USED IN ADDICTIVE DISORDERS
A04A,C02D,N02A,302,18,284,0.0596026490066225,9.979398468075186e-07,2.0733667876024443e-05,True,ANTIEMETICS AND ANTINAUSEANTS,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS
C02C,H02A,N02A,384,18,366,0.046875,0.0001754142913449,0.0018107061189395,True,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A07A,N01B,N02A,232,18,214,0.0775862068965517,4.803032320782883e-10,2.09435927864261e-08,True,INTESTINAL ANTIINFECTIVES,"ANESTHETICS, LOCAL",OPIOIDS
A07D,H02A,N02A,373,18,355,0.0482573726541554,0.00010159194811,0.0011599873730323,True,ANTIPROPULSIVES,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
J01C,N02A,N07B,467,18,449,0.038543897216274,0.0041826142744932,0.0244653496287777,True,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C02A,N02A,N07B,387,18,369,0.0465116279069767,0.0002023371444169,0.0020360535443891,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
A03B,A04A,N02A,276,18,258,0.0652173913043478,9.472289909913607e-08,2.5123500346794632e-06,True,"BELLADONNA AND DERIVATIVES, PLAIN",ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS
L01E,N02A,N06A,303,18,285,0.0594059405940594,1.0830508645547275e-06,2.2197305533504632e-05,True,PROTEIN KINASE INHIBITORS,OPIOIDS,ANTIDEPRESSANTS
A03F,N02A,N05A,377,18,359,0.0477453580901856,0.0001244375302499,0.0013741949666784,True,PROPULSIVES,OPIOIDS,ANTIPSYCHOTICS
B03B,N02A,N04B,456,18,438,0.0394736842105263,0.0029723637011622,0.0187527036484161,True,VITAMIN B12 AND FOLIC ACID,OPIOIDS,DOPAMINERGIC AGENTS
C03A,D04A,N02A,362,18,344,0.0497237569060773,5.664090395139525e-05,0.0007019497289695,True,"LOW-CEILING DIURETICS, THIAZIDES","ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS
H02A,J01X,N02A,457,17,440,0.037199124726477,0.0087841858697531,0.0441857267865674,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OTHER ANTIBACTERIALS,OPIOIDS
N01A,N01B,N02A,436,17,419,0.0389908256880734,0.0047479709069101,0.0269394911537458,True,"ANESTHETICS, GENERAL","ANESTHETICS, LOCAL",OPIOIDS
A03F,H03A,N02A,454,17,437,0.0374449339207048,0.008079794748992,0.0412993271395659,True,PROPULSIVES,THYROID PREPARATIONS,OPIOIDS
C01C,N02A,N03A,314,17,297,0.054140127388535,1.769899953809264e-05,0.0002563774944958,True,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,OPIOIDS,ANTIEPILEPTICS
B05X,N02A,V03A,225,17,208,0.0755555555555555,3.595933732885758e-09,1.3071188279127786e-07,True,I.V. SOLUTION ADDITIVES,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A04A,C02C,N02A,322,17,305,0.0527950310559006,2.967103316732339e-05,0.0004046258268223,True,ANTIEMETICS AND ANTINAUSEANTS,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS
A03A,A07D,N02A,381,17,364,0.0446194225721784,0.0006367077307556,0.0053332451502664,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTIPROPULSIVES,OPIOIDS
C08D,J01E,N02A,249,17,232,0.0682730923694779,6.774469810203731e-08,1.871767460467242e-06,True,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
H02A,N02A,S01A,436,17,419,0.0389908256880734,0.0047479709069101,0.0269394911537458,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,ANTIINFECTIVES
A04A,D04A,N02A,269,17,252,0.0631970260223048,5.122076125815116e-07,1.145010941542974e-05,True,ANTIEMETICS AND ANTINAUSEANTS,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS
D04A,N02A,N05A,451,17,434,0.0376940133037694,0.0074215915764188,0.038681349898541,True,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",OPIOIDS,ANTIPSYCHOTICS
A10B,C01E,N02A,363,17,346,0.046831955922865,0.0002817502251542,0.002694427243443,True,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",OTHER CARDIAC PREPARATIONS,OPIOIDS
G03D,N02A,N05A,363,16,347,0.0440771349862259,0.0011557893378805,0.0086655269568232,True,PROGESTOGENS,OPIOIDS,ANTIPSYCHOTICS
B03A,N01B,N02A,301,16,285,0.0531561461794019,4.7140539910929664e-05,0.0006007229836394,True,IRON PREPARATIONS,"ANESTHETICS, LOCAL",OPIOIDS
C01D,J01D,N02A,426,16,410,0.0375586854460093,0.0101139761501453,0.0494658164260051,True,VASODILATORS USED IN CARDIAC DISEASES,OTHER BETA-LACTAM ANTIBACTERIALS,OPIOIDS
J02A,L04A,N02A,282,16,266,0.0567375886524822,1.2842747365770336e-05,0.0001927503556483,True,ANTIMYCOTICS FOR SYSTEMIC USE,IMMUNOSUPPRESSANTS,OPIOIDS
J02A,N01B,N02A,307,16,291,0.0521172638436482,6.850417551448299e-05,0.0008267314849105,True,ANTIMYCOTICS FOR SYSTEMIC USE,"ANESTHETICS, LOCAL",OPIOIDS
B03B,J01E,N02A,384,16,368,0.0416666666666666,0.0026186309958666,0.0168726141880224,True,VITAMIN B12 AND FOLIC ACID,SULFONAMIDES AND TRIMETHOPRIM,OPIOIDS
D06A,G04B,N02A,296,16,280,0.054054054054054,3.408250727588015e-05,0.0004577164094996,True,ANTIBIOTICS FOR TOPICAL USE,UROLOGICALS,OPIOIDS
A10A,N02A,P01A,239,16,223,0.0669456066945606,2.916745882952654e-07,6.852736003495858e-06,True,INSULINS AND ANALOGUES,OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A01A,N02A,N05A,355,16,339,0.0450704225352112,0.000821389178292,0.0065400647707426,True,STOMATOLOGICAL PREPARATIONS,OPIOIDS,ANTIPSYCHOTICS
C02A,N02A,V03A,333,16,317,0.048048048048048,0.0002910088800445,0.0027742061115181,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
C02D,N02A,N05A,392,16,376,0.0408163265306122,0.0034802195339784,0.021181278933772,True,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS,ANTIPSYCHOTICS
A03A,J01C,N02A,297,16,281,0.0538720538720538,3.6401955259020193e-05,0.0004839587426908,True,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS
C03C,L02B,N02A,348,16,332,0.0459770114942528,0.0006001447141958,0.0050934188158744,True,HIGH-CEILING DIURETICS,HORMONE ANTAGONISTS AND RELATED AGENTS,OPIOIDS
B03B,L01X,N02A,306,15,291,0.0490196078431372,0.0003436767188552,0.0031832154833829,True,VITAMIN B12 AND FOLIC ACID,OTHER ANTINEOPLASTIC AGENTS,OPIOIDS
H02A,N02A,P01A,308,15,293,0.0487012987012987,0.0003818422475349,0.0034744529453673,True,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A02A,A06A,N02A,385,15,370,0.0389610389610389,0.0086053668846632,0.0433789093767323,True,ANTACIDS,DRUGS FOR CONSTIPATION,OPIOIDS
C02A,J01C,N02A,353,15,338,0.0424929178470254,0.0028586569430756,0.0181216446119229,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","BETA-LACTAM ANTIBACTERIALS, PENICILLINS",OPIOIDS
M04A,N02A,V03A,253,15,238,0.0592885375494071,1.0626547820331922e-05,0.000162715174428,True,ANTIGOUT PREPARATIONS,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A07A,N02A,N05A,292,15,277,0.0513698630136986,0.0001571047847446,0.0016581838608284,True,INTESTINAL ANTIINFECTIVES,OPIOIDS,ANTIPSYCHOTICS
A02A,H02A,N02A,331,15,316,0.0453172205438066,0.0011559760620488,0.0086655269568232,True,ANTACIDS,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",OPIOIDS
A04A,N02A,S01E,382,15,367,0.0392670157068062,0.0078336995138448,0.0403136862791158,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
A10A,C01E,N02A,313,15,298,0.047923322683706,0.0004935481545536,0.0043409496850845,True,INSULINS AND ANALOGUES,OTHER CARDIAC PREPARATIONS,OPIOIDS
A04A,N02A,S01A,242,15,227,0.0619834710743801,4.18299799433768e-06,7.240252494361903e-05,True,ANTIEMETICS AND ANTINAUSEANTS,OPIOIDS,ANTIINFECTIVES
C02A,J01F,N02A,353,15,338,0.0424929178470254,0.0028586569430756,0.0181216446119229,True,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",OPIOIDS
C01D,N02A,N07B,360,15,345,0.0416666666666666,0.0037114434493578,0.0222971661959423,True,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
A05A,N02A,N06A,297,14,283,0.0471380471380471,0.0010208869754738,0.0077956984879611,True,BILE THERAPY,OPIOIDS,ANTIDEPRESSANTS
A02B,L01X,N02A,222,14,208,0.063063063063063,6.649154783306564e-06,0.0001088940403151,True,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),OTHER ANTINEOPLASTIC AGENTS,OPIOIDS
B03A,C02D,N02A,295,14,281,0.047457627118644,0.0009258511842663,0.007221434779894,True,IRON PREPARATIONS,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",OPIOIDS
B05B,N01A,N02A,258,14,244,0.0542635658914728,0.0001113247814904,0.0012548908347587,True,I.V. SOLUTIONS,"ANESTHETICS, GENERAL",OPIOIDS
D06A,N01B,N02A,238,14,224,0.0588235294117647,2.608007421860421e-05,0.0003598066913848,True,ANTIBIOTICS FOR TOPICAL USE,"ANESTHETICS, LOCAL",OPIOIDS
C03C,N02A,P01A,251,14,237,0.0557768924302788,6.894032302091853e-05,0.0008296327799314,True,HIGH-CEILING DIURETICS,OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
L03A,N02A,N06A,307,14,293,0.0456026058631921,0.0016283163371498,0.0113796085183745,True,IMMUNOSTIMULANTS,OPIOIDS,ANTIDEPRESSANTS
C03D,J05A,N02A,312,14,298,0.0448717948717948,0.0020302669308946,0.0136588624760376,True,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,DIRECT ACTING ANTIVIRALS,OPIOIDS
B03A,C02A,N02A,242,14,228,0.0578512396694214,3.5601591975141724e-05,0.000474508765495,True,IRON PREPARATIONS,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",OPIOIDS
N01B,N02A,V03A,306,14,292,0.0457516339869281,0.0015564807921416,0.0109776673464919,True,"ANESTHETICS, LOCAL",OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
C07A,L01E,N02A,212,14,198,0.0660377358490566,2.52780226354452e-06,4.630007395767974e-05,True,BETA BLOCKING AGENTS,PROTEIN KINASE INHIBITORS,OPIOIDS
N02A,R01A,V03A,325,14,311,0.043076923076923,0.0034738173578484,0.0211665145047513,True,OPIOIDS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,ALL OTHER THERAPEUTIC PRODUCTS
A11D,B03B,N02A,298,14,284,0.046979865771812,0.0010714039173258,0.0081205979313194,True,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",VITAMIN B12 AND FOLIC ACID,OPIOIDS
N02A,R03B,V03A,268,14,254,0.0522388059701492,0.000210474655968,0.002106933825827,True,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",ALL OTHER THERAPEUTIC PRODUCTS
A07D,A11C,N02A,325,14,311,0.043076923076923,0.0034738173578484,0.0211665145047513,True,ANTIPROPULSIVES,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",OPIOIDS
B03A,N02A,N07B,291,13,278,0.0446735395189003,0.0032704123423205,0.0201942244634196,True,IRON PREPARATIONS,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
C01D,N02A,V03A,205,13,192,0.0634146341463414,1.3874599369060688e-05,0.0002061925033864,True,VASODILATORS USED IN CARDIAC DISEASES,OPIOIDS,ALL OTHER THERAPEUTIC PRODUCTS
A11C,G03A,N02A,318,13,305,0.040880503144654,0.0092873090560968,0.046190249593242,True,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,OPIOIDS
C01E,M03B,N02A,257,13,244,0.0505836575875486,0.000610682969728,0.0051663047882146,True,OTHER CARDIAC PREPARATIONS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",OPIOIDS
J01A,N02A,N07B,288,13,275,0.0451388888888888,0.0028715942123296,0.0181873354894471,True,TETRACYCLINES,OPIOIDS,DRUGS USED IN ADDICTIVE DISORDERS
B05X,N02A,P01A,202,13,189,0.0643564356435643,1.045388133618534e-05,0.0001604187424773,True,I.V. SOLUTION ADDITIVES,OPIOIDS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
A03F,G04B,N02A,244,13,231,0.0532786885245901,0.0002795454587131,0.0026799075028175,True,PROPULSIVES,UROLOGICALS,OPIOIDS
A04A,B05B,N02A,259,13,246,0.0501930501930501,0.0006834010791836,0.0056471790459626,True,ANTIEMETICS AND ANTINAUSEANTS,I.V. SOLUTIONS,OPIOIDS
A06A,C02C,N02A,276,13,263,0.0471014492753623,0.001652364709577,0.0115111482331875,True,DRUGS FOR CONSTIPATION,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",OPIOIDS
C01A,N02A,R03B,302,13,289,0.043046357615894,0.0051365816781522,0.0286760903380934,True,CARDIAC GLYCOSIDES,OPIOIDS,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
D06B,N02A,N05A,263,13,250,0.0494296577946768,0.0008509603860995,0.0067389957033714,True,CHEMOTHERAPEUTICS FOR TOPICAL USE,OPIOIDS,ANTIPSYCHOTICS
D06A,J05A,N02A,298,13,285,0.0436241610738255,0.0043783591016317,0.0253237407428436,True,ANTIBIOTICS FOR TOPICAL USE,DIRECT ACTING ANTIVIRALS,OPIOIDS
